user_id,gender,age,device_type,os,nrs_grade,date_collected
0957daca-de21-4c6d-8734-61482fa20990,M,31,,,C2,2022-07-18
0958e217-efec-43b2-9e37-a99f4b43c5d6,F,,smartphone,android,B,2022-07-18
0958e217-efec-43b2-9e37-a99f4b43c5d6,F,35,smartphone,android,B,2022-07-18
09602a42-f16c-4de2-aa7c-6d891fd6c9a5,F,,smartphone,,,2022-07-18
09602a42-f16c-4de2-aa7c-6d891fd6c9a5,F,,smartphone,,,2022-07-18
09612fbc-6ad9-4246-bf34-995c144fd09c,,29,pc,android,C2,2022-07-18
09612fbc-6ad9-4246-bf34-995c144fd09c,,,pc,android,C2,2022-07-18
09632ab9-3b2b-438f-aa4f-beb9b92a0bb8,F,,,android,E,2022-07-18
09632ab9-3b2b-438f-aa4f-beb9b92a0bb8,F,,,android,E,2022-07-18
09634219-62db-4acb-9a1e-23c4faa25cd3,,,,android,C2,2022-07-18
09634219-62db-4acb-9a1e-23c4faa25cd3,,,,android,C2,2022-07-18
0963dca3-a19d-4e2f-8484-dd33d7b15ac8,M,,smartphone,,,2022-07-18
0963dca3-a19d-4e2f-8484-dd33d7b15ac8,M,20,smartphone,,,2022-07-18
096476f1-456b-46e9-84fb-6a617f256faf,,,smartphone,android,,2022-08-30
096bb4f3-8877-47f1-9ad1-6e65c9bed4f2,,,,android,C1,2022-11-03
09728383-15aa-4795-962c-3b2f838c4166,,,,android,E,2022-07-18
09728383-15aa-4795-962c-3b2f838c4166,,41,,android,E,2022-07-18
09728847-a012-4767-84f5-7d1bde605dae,,57,,android,,2022-07-18
09728847-a012-4767-84f5-7d1bde605dae,,,,android,,2022-07-18
0973e81b-14c5-42b2-ae5c-0bf7613c4e7c,M,41,smartphone,,C1,2022-07-18
0973e81b-14c5-42b2-ae5c-0bf7613c4e7c,M,,smartphone,,C1,2022-07-18
0980149b-b21c-42c2-b953-0631b408239d,M,,smartphone,android,C2,2022-07-18
0980149b-b21c-42c2-b953-0631b408239d,M,53,smartphone,android,C2,2022-07-18
0985cac3-44a6-40e1-ba79-2265e28fde34,F,,tablet,android,C2,2022-07-18
0985cac3-44a6-40e1-ba79-2265e28fde34,F,,tablet,android,C2,2022-07-18
098a9e20-60a6-4c23-8994-7d26419e3c58,,50,,,D,
098c5a99-3af1-4084-8847-4622a38f67fd,M,,pc,android,C1,2022-07-18
098c5a99-3af1-4084-8847-4622a38f67fd,M,,pc,android,C1,2022-07-18
098c69e7-d95a-4d69-a9f4-76cb1d0aa126,,35,smartphone,android,C1,2022-07-18
098c69e7-d95a-4d69-a9f4-76cb1d0aa126,,,smartphone,android,C1,2022-07-18
098d85d3-c0c5-4153-9ad2-156a976a37c2,M,,,android,,2022-11-14
098d85d3-c0c5-4153-9ad2-156a976a37c2,M,40,,android,,2022-11-14
0993d87b-e4d6-4740-9990-c8318c6594a4,,,tablet,,E,2022-07-18
0993d87b-e4d6-4740-9990-c8318c6594a4,,,tablet,,E,2022-07-18
09976eb0-d9ce-462e-b2e6-038e9ac9bf1b,,,smartphone,,,2022-07-18
09976eb0-d9ce-462e-b2e6-038e9ac9bf1b,,,smartphone,,,2022-07-18
0997b980-a915-4216-9eb9-cebf6cd0d62e,,,smartphone,android,C2,2022-07-18
0997b980-a915-4216-9eb9-cebf6cd0d62e,,,smartphone,android,C2,2022-07-18
0998c6c2-28c5-45d6-be15-1d8daf176500,,26,smartphone,android,E,2022-07-18
0998c6c2-28c5-45d6-be15-1d8daf176500,,,smartphone,android,E,2022-07-18
099e2bda-8310-4c8e-b56a-19ea9b2109c0,,,,android,C2,2022-11-03
099e8cc5-985a-4496-b685-dd07fab1f551,,52,,,A,
099e8cc5-985a-4496-b685-dd07fab1f551,,,,,A,
099f45f2-052d-43e4-ac9d-1038b46d33ac,M,32,smartphone,,E,2022-08-30
09a0d887-d112-4dca-8c92-518d310d406e,,,,,D,2022-08-30
09a22504-a07f-4db8-a547-1db37766a19b,M,57,smartphone,,,2022-08-30
09a22504-a07f-4db8-a547-1db37766a19b,M,,smartphone,,,2022-10-28
09a22504-a07f-4db8-a547-1db37766a19b,,,smartphone,,,
09a22504-a07f-4db8-a547-1db37766a19b,,59,smartphone,,,
09a30055-5d59-46a5-ace8-ef82979f662d,M,39,,,C1,2022-11-14
09a30055-5d59-46a5-ace8-ef82979f662d,M,28,,,C1,2022-11-14
09a5845c-8055-4c5e-a27a-9b7bed57e48a,,,,android,C1,2022-07-18
09a5845c-8055-4c5e-a27a-9b7bed57e48a,,,,android,C1,2022-07-18
09a8eae5-e4d3-458b-8b4a-a1115948e4f4,,,,android,C1,2022-07-18
09a8eae5-e4d3-458b-8b4a-a1115948e4f4,,,,android,C1,2022-07-18
09aa383a-7b8d-4b1b-8975-3aef5fa42035,M,,,ios,C1,2022-08-30
09abcab3-bc87-4154-ad43-37560e71bed5,,,,,,2022-08-30
09ae0b17-03d0-496e-ba3c-17e33b768c8b,,,smartphone,,C1,2022-07-18
09ae0b17-03d0-496e-ba3c-17e33b768c8b,,,smartphone,,C1,2022-07-18
09afa5d1-46c6-4965-be47-2a60699c68a6,,51,pc,,,2022-11-14
09afa5d1-46c6-4965-be47-2a60699c68a6,,,pc,,,2022-11-14
09b43c27-b4a3-4134-8cd5-7bab94b2ce22,M,,smartphone,android,,2022-08-30
09b5551f-65d8-4586-a52a-b2c1e8ff8459,M,50,,,C2,2022-11-14
09b5551f-65d8-4586-a52a-b2c1e8ff8459,M,,,,C2,2022-10-28
09b5551f-65d8-4586-a52a-b2c1e8ff8459,M,,,,C2,2022-11-14
09b86fa6-c349-4f81-ba01-ab24a475fd75,,,,,E,2022-07-18
09b86fa6-c349-4f81-ba01-ab24a475fd75,,,,,E,2022-07-18
09be47fd-3dea-472c-8466-9a11fc18a5c8,,,smartphone,android,,2022-11-14
09be47fd-3dea-472c-8466-9a11fc18a5c8,,34,smartphone,android,,2022-11-14
09bf310f-bb8c-4246-b115-5ba00e138d06,,,smartphone,,C1,2022-11-14
09bf310f-bb8c-4246-b115-5ba00e138d06,,,smartphone,,C1,2022-11-14
09c83201-33d4-4726-8978-c4918dc6daaf,M,,pc,,C2,2022-11-14
09c83201-33d4-4726-8978-c4918dc6daaf,M,23,pc,,C2,2022-11-14
09c9a414-fa37-4f65-8900-597f8ebf4328,,49,pc,ios,,2022-07-18
09c9a414-fa37-4f65-8900-597f8ebf4328,,52,pc,ios,,2022-07-18
09cca1f2-99b9-456f-9b6e-dc5da2744727,M,,smartphone,android,C2,2022-07-18
09cca1f2-99b9-456f-9b6e-dc5da2744727,M,33,smartphone,android,C2,2022-07-18
09cd63f3-ca8c-439c-a7ef-2b6e3b120481,,,smartphone,android,C2,2022-07-18
09cd63f3-ca8c-439c-a7ef-2b6e3b120481,,,smartphone,android,C2,2022-07-18
09d2c047-70e0-40f2-b50d-558c1125e1c1,,44,,,,2022-07-18
09d2c047-70e0-40f2-b50d-558c1125e1c1,,,,,,2022-07-18
09d486ef-82a2-4cbf-8533-f8d88b577a76,,,,,B,2022-07-18
09d486ef-82a2-4cbf-8533-f8d88b577a76,,,,,B,2022-07-18
09d63851-6084-4aa2-8140-3a42fbcf3d7c,,56,pc,android,B,2022-07-18
09d63851-6084-4aa2-8140-3a42fbcf3d7c,,,pc,android,B,2022-07-18
09d9448d-6bec-4cb7-b2f5-47462ffbe2ab,F,,tablet,,C1,2022-07-18
09d9448d-6bec-4cb7-b2f5-47462ffbe2ab,F,44,tablet,,C1,2022-07-18
09d9889c-0589-4950-aed8-08bee5c77e5e,M,31,smartphone,android,,2022-10-28
09d9889c-0589-4950-aed8-08bee5c77e5e,M,,smartphone,android,,2022-11-14
09d9889c-0589-4950-aed8-08bee5c77e5e,M,23,smartphone,android,,2022-11-14
09db23ed-8c9b-4047-8c9e-8799470d3687,M,,,android,C2,2022-07-18
09db23ed-8c9b-4047-8c9e-8799470d3687,M,,,android,C2,2022-07-18
09dc8d19-05dd-4fbe-9b76-e8231e0f47bf,,27,tablet,android,E,2022-07-18
09dc8d19-05dd-4fbe-9b76-e8231e0f47bf,,46,tablet,android,E,2022-07-18
09df2a98-59f3-4753-a2b9-486f08fe6952,M,,pc,android,,2022-07-18
09df2a98-59f3-4753-a2b9-486f08fe6952,M,,pc,android,,2022-07-18
09df676a-d14a-4c97-bb49-4af9f880637f,,31,,,C2,2022-08-30
09e1b22c-522f-43c3-bf4d-cdabe4e1a5d3,,46,,android,C2,2022-08-30
09e789eb-b7ae-4aca-b617-6f1a3034dad7,,34,,android,B,
09e789eb-b7ae-4aca-b617-6f1a3034dad7,,,,android,B,
09e82227-b81b-4e13-aa65-59eb909e0701,,44,,android,B,2022-07-18
09e82227-b81b-4e13-aa65-59eb909e0701,,26,,android,B,2022-07-18
09e9d550-162a-45b6-a4dd-ba2a615d2532,,,pc,,D,2022-07-18
09e9d550-162a-45b6-a4dd-ba2a615d2532,,,pc,,D,2022-07-18
09fb11fa-ef60-4e3c-97fb-9ab340caba5f,,,,android,B,2022-07-18
09fb11fa-ef60-4e3c-97fb-9ab340caba5f,,,,android,B,2022-07-18
09fb310e-433e-4041-b334-ea12e129027a,,,pc,,,2022-11-14
09fb310e-433e-4041-b334-ea12e129027a,,,pc,,,2022-11-14
09ff204e-ad34-4268-9667-b25659d8f06e,M,54,smartphone,android,D,2022-07-18
09ff204e-ad34-4268-9667-b25659d8f06e,M,55,smartphone,android,D,2022-07-18
0a02fc31-4ea0-48fd-8476-87084cfcb8f7,M,38,smartphone,android,C2,2022-07-18
0a02fc31-4ea0-48fd-8476-87084cfcb8f7,M,,smartphone,android,C2,2022-07-18
0a034a49-fcb8-4374-be7b-0466584c74cc,,,,,C2,2022-11-14
0a034a49-fcb8-4374-be7b-0466584c74cc,,,,,C2,2022-11-14
0a034a49-fcb8-4374-be7b-0466584c74cc,,20,,,C2,2022-10-28
0a034a49-fcb8-4374-be7b-0466584c74cc,,39,,,C2,2022-11-14
0a034a49-fcb8-4374-be7b-0466584c74cc,,,,,C2,2022-11-14
0a034a49-fcb8-4374-be7b-0466584c74cc,,44,,,C2,2022-10-28
0a057354-0b22-43fd-a803-d7c8087fda9c,,32,smartphone,android,A,2022-07-18
0a057354-0b22-43fd-a803-d7c8087fda9c,,,smartphone,android,A,2022-07-18
0a09be21-f904-4b40-86f5-33826b05d9a1,,,tablet,,C2,2022-07-18
0a09be21-f904-4b40-86f5-33826b05d9a1,,,tablet,,C2,2022-07-18
0a0b784d-1995-4099-9c27-0be05f6b8cfa,M,52,pc,android,,2022-11-14
0a0b784d-1995-4099-9c27-0be05f6b8cfa,M,,pc,android,,2022-11-14
0a16f5f8-467c-4321-9ade-1a55a8a03c9c,F,57,pc,,A,2022-04-04
0a192c36-6d10-44ce-a19a-c41781629c96,,,tablet,ios,B,2022-10-28
0a192c36-6d10-44ce-a19a-c41781629c96,,,tablet,ios,B,2022-11-14
0a192c36-6d10-44ce-a19a-c41781629c96,,42,tablet,ios,B,2022-11-14
0a226c02-3f4b-4be4-b027-435beca1459b,,,pc,android,C1,2022-09-27
0a24571f-49ed-4870-b6ef-0aef1e1a76a9,M,,tablet,,C1,2022-11-14
0a24571f-49ed-4870-b6ef-0aef1e1a76a9,M,27,tablet,,C1,2022-11-14
0a2588f2-1b07-44c3-9b52-302840d769fe,,,tablet,,C2,2022-07-18
0a2588f2-1b07-44c3-9b52-302840d769fe,,,tablet,,C2,2022-07-18
0a28af57-69af-4af1-814b-edf6a5a96769,,,pc,,E,2022-11-14
0a28af57-69af-4af1-814b-edf6a5a96769,,,pc,,E,2022-11-14
0a29dd80-e197-4319-92a8-c57b91f94985,M,,pc,android,C2,2022-11-14
0a29dd80-e197-4319-92a8-c57b91f94985,M,,pc,android,C2,2022-11-14
0a2f7ae9-4860-40cd-8ce6-e67c49c0b20b,M,,tablet,,E,2022-11-14
0a2f7ae9-4860-40cd-8ce6-e67c49c0b20b,M,,tablet,,E,2022-11-14
0a33e897-f648-4583-9fa4-4c565049e46a,F,,,android,C1,2022-07-18
0a33e897-f648-4583-9fa4-4c565049e46a,F,,,android,C1,2022-07-18
0a36bc45-1c70-49be-8f68-5d46013e3d34,M,,,android,C1,2022-07-18
0a36bc45-1c70-49be-8f68-5d46013e3d34,M,31,,android,C1,2022-07-18
0a3972c9-1b77-4d8b-bdea-745dead91960,M,,smartphone,,C1,2022-07-18
0a3972c9-1b77-4d8b-bdea-745dead91960,M,37,smartphone,,C1,2022-07-18
0a3d4b1e-8911-4f58-a164-f42c2607c2f3,F,,,,C1,2022-11-14
0a3d4b1e-8911-4f58-a164-f42c2607c2f3,F,,,,C1,2022-11-14
0a3d9ed1-d198-4da3-9778-d2e1ba9cffe9,,,,android,,2022-07-18
0a3d9ed1-d198-4da3-9778-d2e1ba9cffe9,,41,,android,,2022-07-18
0a41e890-77b5-4817-bf57-86dcb4954294,,19,tablet,android,,2022-07-18
0a41e890-77b5-4817-bf57-86dcb4954294,,57,tablet,android,,2022-07-18
0a4533e1-c5d5-4991-b954-83b21d62b7cd,,33,smartphone,,C2,2022-11-03
0a49d32d-90a3-4aca-99d6-76922003edf4,,40,pc,android,,2022-07-18
0a49d32d-90a3-4aca-99d6-76922003edf4,,24,pc,android,,2022-07-18
0a4b7d37-f29a-4d64-a1aa-67e3885ab1ab,,25,tablet,android,C2,2022-09-27
0a4de2ae-a857-455b-aa9c-361dc31dfb67,,,smartphone,,C1,2022-07-18
0a4de2ae-a857-455b-aa9c-361dc31dfb67,,51,smartphone,,C1,2022-07-18
0a4def87-500b-4080-ae60-6bd0e4708073,,,,android,,2022-11-14
0a4def87-500b-4080-ae60-6bd0e4708073,,56,,android,,2022-10-28
0a4def87-500b-4080-ae60-6bd0e4708073,,23,,android,,2022-11-14
0a503660-5f42-4773-bc9d-5f683a7c6fcf,M,37,,,B,2022-11-14
0a503660-5f42-4773-bc9d-5f683a7c6fcf,M,37,,,B,2022-11-14
0a53c9f5-7bc5-48ab-8018-f62a6317ebbe,,,smartphone,,C1,2022-07-18
0a53c9f5-7bc5-48ab-8018-f62a6317ebbe,,,smartphone,,C1,2022-07-18
0a5514d6-5fb1-44e6-9bef-2d36f4cd9f8f,,45,smartphone,android,C1,2022-07-18
0a5514d6-5fb1-44e6-9bef-2d36f4cd9f8f,,53,smartphone,android,C1,2022-07-18
0a571ed9-f598-41f7-ab49-39f4967c5aaf,,30,,android,B,2022-07-18
0a571ed9-f598-41f7-ab49-39f4967c5aaf,,,,android,B,2022-07-18
0a597a83-85a4-4c48-a5ce-00fc00a71ba9,,,smartphone,android,D,2022-07-18
0a597a83-85a4-4c48-a5ce-00fc00a71ba9,,52,smartphone,android,D,2022-07-18
0a598a0c-8f1d-42ee-adc4-461a23021f41,M,,,ios,A,2022-07-18
0a598a0c-8f1d-42ee-adc4-461a23021f41,M,53,,ios,A,2022-07-18
0a5b3589-0697-404f-811b-6cd22c2bad8c,M,,smartphone,android,,2022-07-18
0a5b3589-0697-404f-811b-6cd22c2bad8c,M,,smartphone,android,,2022-07-18
0a5b77c3-45af-4382-8f3e-68c045494b0a,M,57,,,,2022-11-03
0a614f80-c649-4f9d-9f0c-57202ddb1173,M,53,,android,C1,2022-07-18
0a614f80-c649-4f9d-9f0c-57202ddb1173,M,40,,android,C1,2022-07-18
0a6153ed-1101-4d16-a25b-61c97ce7a1c7,,,,,C1,2022-07-18
0a6153ed-1101-4d16-a25b-61c97ce7a1c7,,56,,,C1,2022-07-18
0a6873e5-e18e-47a9-ba44-a5eab8f7d88e,,53,,,C2,2022-11-14
0a6873e5-e18e-47a9-ba44-a5eab8f7d88e,,35,,,C2,2022-11-14
0a698922-b13a-439e-b18a-ee17b2803544,M,59,smartphone,android,C2,2022-11-14
0a698922-b13a-439e-b18a-ee17b2803544,M,,smartphone,android,C2,2022-11-14
0a6ae076-93db-457b-aa7c-000d05dd66f0,,,,,E,2022-11-03
0a6bf11d-f6ea-434c-9e2c-6b8b486fc4e0,M,,pc,android,C2,2022-07-18
0a6bf11d-f6ea-434c-9e2c-6b8b486fc4e0,M,49,pc,android,C2,2022-07-18
0a6f7e77-b755-45ad-9b7a-8b8ff3d01f70,F,,smartphone,,C2,2022-07-18
0a6f7e77-b755-45ad-9b7a-8b8ff3d01f70,F,42,smartphone,,C2,2022-07-18
0a7267c7-2271-4f25-8bce-1827d12a8b58,M,27,smartphone,,C1,2022-11-14
0a7267c7-2271-4f25-8bce-1827d12a8b58,M,29,smartphone,,C1,2022-11-14
0a7a380b-d69c-495c-8af4-4601961817f2,,,,,C1,2022-07-18
0a7a380b-d69c-495c-8af4-4601961817f2,,,,,C1,2022-07-18
0a7a8cf3-f1a1-4acc-a830-2380891cba68,,26,,,D,2022-07-18
0a7a8cf3-f1a1-4acc-a830-2380891cba68,,,,,D,2022-07-18
0a7adcf9-5b90-4f79-879a-a30735e499d1,,49,,ios,C1,2022-11-14
0a7adcf9-5b90-4f79-879a-a30735e499d1,,,,ios,C1,2022-11-14
0a8aedb1-cb6c-47e7-9281-da2bc3f89e4c,,18,,android,E,2022-08-30
0a8b6519-e0d8-4d38-a812-de8bb731c780,,,smartphone,,A,2022-07-18
0a8b6519-e0d8-4d38-a812-de8bb731c780,,,smartphone,,A,2022-07-18
0a8fa19a-7762-4311-af7f-e616cb51c344,F,30,smartphone,android,E,2022-07-18
0a8fa19a-7762-4311-af7f-e616cb51c344,F,,smartphone,android,E,2022-07-18
0a908ebb-83df-423c-b6a9-608f3d107c00,,49,tablet,android,C1,2022-07-18
0a908ebb-83df-423c-b6a9-608f3d107c00,,18,tablet,android,C1,2022-07-18
0a91c5f0-c2ab-41a8-898b-592f3037ad7a,,52,smartphone,android,D,2022-07-18
0a91c5f0-c2ab-41a8-898b-592f3037ad7a,,20,smartphone,android,D,2022-07-18
0a92ecd9-970b-454f-a7ec-3eac4bfd0923,F,57,smartphone,,C1,2022-07-18
0a92ecd9-970b-454f-a7ec-3eac4bfd0923,F,,smartphone,,C1,2022-07-18
0a938b95-7a66-497b-bff8-f576f9c2fd44,F,51,,android,,2022-07-18
0a938b95-7a66-497b-bff8-f576f9c2fd44,F,30,,android,,2022-07-18
0a94af8d-e128-4219-86fc-d164804776ba,,50,,ios,C1,2022-07-18
0a94af8d-e128-4219-86fc-d164804776ba,,,,ios,C1,2022-07-18
0a972767-d47c-416c-8f1b-62097020a447,,,smartphone,,,
0a972767-d47c-416c-8f1b-62097020a447,,,smartphone,,,
0a9780f4-6e04-467d-a05f-99932da23cf9,,,smartphone,android,B,2022-07-18
0a9780f4-6e04-467d-a05f-99932da23cf9,,,smartphone,android,B,2022-07-18
0a993b85-9045-4b2a-8a91-c887647b1a18,,20,smartphone,android,C2,2022-07-18
0a993b85-9045-4b2a-8a91-c887647b1a18,,39,smartphone,android,C2,2022-07-18
0a9b2633-1fc6-4165-beb5-ee781674153f,,21,tablet,android,,2022-07-18
0a9b2633-1fc6-4165-beb5-ee781674153f,,,tablet,android,,2022-07-18
0aa4f729-c3f1-47b6-860a-489a341aa8fb,M,,pc,android,A,2022-07-18
0aa4f729-c3f1-47b6-860a-489a341aa8fb,M,,pc,android,A,2022-07-18
0aa56815-6677-45bb-8509-465ea68014a3,,,smartphone,android,C1,2022-08-30
0aa7e9b5-f61e-4b07-aa6c-d2704ca8d39f,M,30,tablet,android,C1,2022-08-30
0aabf265-51d5-44c5-ae1a-2ef34ea10a08,,,,android,C2,2022-07-18
0aabf265-51d5-44c5-ae1a-2ef34ea10a08,,33,,android,C2,2022-07-18
0aacfdea-89fe-47be-a46e-9c28a29e9559,,,,,D,2022-07-18
0aacfdea-89fe-47be-a46e-9c28a29e9559,,,,,D,2022-07-18
0ab0b7e4-6300-499d-b5d7-590eac6b76a6,,,smartphone,android,E,2022-07-18
0ab0b7e4-6300-499d-b5d7-590eac6b76a6,,,smartphone,android,E,2022-07-18
0ab3d665-5ae1-41aa-9670-4ceec008d6bb,,36,smartphone,,,2022-08-30
0ab51b1a-7dfe-44e9-bd21-2673ad2113a8,,33,smartphone,android,,2022-07-18
0ab51b1a-7dfe-44e9-bd21-2673ad2113a8,,35,smartphone,android,,2022-07-18
0ab97457-e931-4261-b88d-2f65dc60a88a,,,tablet,,C1,2022-11-03
0abb5e48-f711-4d25-8e21-e4669acc969b,,19,tablet,,B,2022-07-18
0abb5e48-f711-4d25-8e21-e4669acc969b,,60,tablet,,B,2022-07-18
0abb6b6c-f35e-481f-85c2-93d8a2cf7332,,24,smartphone,android,,2022-07-18
0abb6b6c-f35e-481f-85c2-93d8a2cf7332,,,smartphone,android,,2022-07-18
0abfb1ce-07cc-4da3-a605-21fb4578d389,,30,,android,C1,2022-07-18
0abfb1ce-07cc-4da3-a605-21fb4578d389,,31,,android,C1,2022-07-18
0abfc14d-2bbf-4d9b-ab55-024c6d4c5997,M,22,smartphone,android,C1,2022-07-18
0abfc14d-2bbf-4d9b-ab55-024c6d4c5997,M,,smartphone,android,C1,2022-07-18
0ac126b7-8d2f-43c2-ba48-ee9ebd757fcb,M,,tablet,,E,2022-07-18
0ac126b7-8d2f-43c2-ba48-ee9ebd757fcb,M,33,tablet,,E,2022-07-18
0ac48a7f-c69b-4134-924a-a70ee6d1e4df,,22,smartphone,android,,2022-08-30
0ac5edb8-a394-44f2-b08b-1ec84cfa089a,M,23,smartphone,,C2,2022-11-14
0ac5edb8-a394-44f2-b08b-1ec84cfa089a,M,,smartphone,,C2,2022-11-14
0ac7e95b-e200-4b8f-9c44-23426b743669,,,smartphone,android,,2022-07-18
0ac7e95b-e200-4b8f-9c44-23426b743669,,,smartphone,android,,2022-07-18
0ac7e95b-e200-4b8f-9c44-23426b743669,,,smartphone,android,,2022-07-18
0ac7e95b-e200-4b8f-9c44-23426b743669,,,smartphone,android,,2022-07-18
0ad46d49-c5f8-418a-ad2c-397b90175b40,,,smartphone,android,C2,2022-07-18
0ad46d49-c5f8-418a-ad2c-397b90175b40,,30,smartphone,android,C2,2022-07-18
0ad6d06f-b05e-4ab0-81c3-64f2d240246c,,,smartphone,android,,2022-07-18
0ad6d06f-b05e-4ab0-81c3-64f2d240246c,,19,smartphone,android,,2022-07-18
0aea2468-e0ed-477b-9f52-93779d09b6d0,,28,tablet,android,,2022-07-18
0aea2468-e0ed-477b-9f52-93779d09b6d0,,23,tablet,android,,2022-07-18
0aed49dd-09d2-4aa0-aa49-12ba766e7ff9,,47,pc,android,B,2022-07-18
0aed49dd-09d2-4aa0-aa49-12ba766e7ff9,,,pc,android,B,2022-07-18
0aee3eb6-fb6b-4cc4-a7d0-bfb1e5a23b82,,,tablet,,B,2022-08-30
0aee3eb6-fb6b-4cc4-a7d0-bfb1e5a23b82,,,tablet,,B,2022-08-30
0af7b962-748a-4fd1-9cb6-b6c37b574f92,,,pc,android,C1,2022-08-30
0af9319f-604c-4576-b8ad-24eaa1c0da9b,M,,,,B,2022-07-18
0af9319f-604c-4576-b8ad-24eaa1c0da9b,M,19,,,B,2022-07-18
0b03dc4c-7122-4443-b5e1-d92bfce778bf,F,,pc,,C1,2022-11-14
0b03dc4c-7122-4443-b5e1-d92bfce778bf,F,,pc,,C1,2022-11-14
0b179c3a-58ba-4cd9-adc4-1719ab2c5da4,M,,,,E,2022-11-14
0b179c3a-58ba-4cd9-adc4-1719ab2c5da4,M,,,,E,2022-11-14
0b19a72f-b2cd-4b24-b572-a4debebd7302,,56,,android,,2022-07-18
0b19a72f-b2cd-4b24-b572-a4debebd7302,,,,android,,2022-07-18
0b1a05b0-051d-4187-b940-adaa8fdef79c,,18,smartphone,,,2022-11-14
0b1a05b0-051d-4187-b940-adaa8fdef79c,,39,smartphone,,,2022-11-14
0b2185fc-bad7-4a4c-a455-9f7e25ed1d4e,,27,smartphone,android,C2,2022-07-18
0b2185fc-bad7-4a4c-a455-9f7e25ed1d4e,,42,smartphone,android,C2,2022-07-18
0b22016b-dfd8-4515-adfb-e9ac75313c19,,,,android,D,2022-11-03
0b28e4c7-103c-4078-857e-7c4768ef1e35,,,smartphone,android,,2022-07-18
0b28e4c7-103c-4078-857e-7c4768ef1e35,,,smartphone,android,,2022-07-18
0b2cfd58-a781-4d36-b911-362f61d35a16,,26,pc,android,C2,2022-07-18
0b2cfd58-a781-4d36-b911-362f61d35a16,,,pc,android,C2,2022-07-18
0b2e5181-7829-443a-a1c7-fa4d76d0c979,,,smartphone,,C1,2022-07-18
0b2e5181-7829-443a-a1c7-fa4d76d0c979,,,smartphone,,C1,2022-07-18
0b33cf60-857a-4e1e-b8eb-23e208e78c4d,M,,pc,android,C1,2022-07-18
0b33cf60-857a-4e1e-b8eb-23e208e78c4d,M,,pc,android,C1,2022-07-18
0b3599ad-e08c-4fb9-99d1-46796a44d2ad,,41,pc,android,C2,2022-07-18
0b3599ad-e08c-4fb9-99d1-46796a44d2ad,,30,pc,android,C2,2022-07-18
0b418f0b-56e8-4ab8-8f4b-d1ca2e90189c,,,smartphone,android,,2022-07-18
0b418f0b-56e8-4ab8-8f4b-d1ca2e90189c,,,smartphone,android,,2022-07-18
0b4361ec-5ae4-4135-8ef6-e9069f1b42a0,,39,pc,,E,2022-04-04
0b4b54aa-3e1a-481c-89ab-fb137708eca6,,20,tablet,,C1,2022-07-18
0b4b54aa-3e1a-481c-89ab-fb137708eca6,,,tablet,,C1,2022-07-18
0b4c6710-437c-4a21-a75a-8eee646cc1c7,,25,,,C2,2022-07-18
0b4c6710-437c-4a21-a75a-8eee646cc1c7,,49,,,C2,2022-07-18
0b514e04-cb45-4ea4-bc8e-b2fe9f08a693,M,,tablet,ios,D,2022-07-18
0b514e04-cb45-4ea4-bc8e-b2fe9f08a693,M,60,tablet,ios,D,2022-07-18
0b5d2f3a-8d4e-4a35-9526-686407733387,,,,android,C1,2022-11-03
0b5d2f3a-8d4e-4a35-9526-686407733387,,,,android,C1,2022-11-03
0b60a0f2-9d98-4bed-8cec-14c63a55a26e,F,,pc,android,E,2022-07-18
0b60a0f2-9d98-4bed-8cec-14c63a55a26e,F,26,pc,android,E,2022-07-18
0b6a03cd-0475-4952-ae9c-b24e85c85ebb,,,smartphone,,C2,2022-04-04
0b6a03cd-0475-4952-ae9c-b24e85c85ebb,,,smartphone,,C2,2022-04-04
0b6a42c7-d2fb-4830-a543-c4e4c7d4a760,,28,tablet,,C1,2022-08-30
0b6a42c7-d2fb-4830-a543-c4e4c7d4a760,,,tablet,,C1,2022-08-30
0b6db8a9-19d3-49ed-bcd9-c7b0057c51fb,,,tablet,android,C2,2022-07-18
0b6db8a9-19d3-49ed-bcd9-c7b0057c51fb,,20,tablet,android,C2,2022-07-18
0b6e655e-76ac-49c1-a94c-76085758cc07,M,,,android,B,2022-07-18
0b6e655e-76ac-49c1-a94c-76085758cc07,M,,,android,B,2022-08-30
0b6e655e-76ac-49c1-a94c-76085758cc07,M,,,android,B,2022-10-28
0b6e655e-76ac-49c1-a94c-76085758cc07,M,51,,android,B,2022-07-18
0b701499-824a-4f42-94a3-e28bac939502,,,,android,C2,2022-11-03
0b704f68-3b4f-40ca-837a-3648b67d1dea,,,,android,D,2022-07-18
0b704f68-3b4f-40ca-837a-3648b67d1dea,,,,android,D,2022-07-18
0b70e776-a824-45a7-98c9-edc3909bd6b7,,52,,android,,2022-09-27
0b7bbe15-d417-482a-bc4e-8dac2a8e69ef,M,,pc,,C2,2022-08-30
0b7efcef-050c-4cd2-b058-0a26d8a88838,,31,,android,A,2022-07-18
0b7efcef-050c-4cd2-b058-0a26d8a88838,,,,android,A,2022-07-18
0b7f415c-8d43-4135-8c83-f4f053a39faa,,,smartphone,android,B,2022-07-18
0b7f415c-8d43-4135-8c83-f4f053a39faa,,25,smartphone,android,B,2022-07-18
0b82056c-2238-4865-ae3f-3827d29874dd,,59,smartphone,android,C2,2022-11-14
